Rank,Title,URL,Score,Regions,Release_date,Actors
99,黄飞鸿之二：男儿当自强,https://movie.douban.com/subject/1293475/,8.3,['中国香港'],1992-04-16,"['李连杰', '关之琳', '甄子丹', '莫少聪', '姜大卫', '熊欣欣', '张铁林', '任世官', '陈少华', '梁盛熊', '秦贵宝', '邓泰和', '江全', '陈文雄', '周树基', '何家驹', '林迪安', '朱继生', '麦克·里德']"
100,食神,https://movie.douban.com/subject/1293351/,8.2,['中国香港'],1996-12-21,"['周星驰', '莫文蔚', '刘以达', '吴孟达', '薛家燕', '谷德昭', '李兆基', '江希文', '田启文', '欧锦棠', '罗家英', '钟丽缇', '林雪', '罗雪玲', '李剑荣', '陈东', '张耀辉', '谭天宝', '吴育枢', '祝文君', '邓泰和', '戴龙', '许愿', '徐志雄', '李健仁']"
101,武状元苏乞儿,https://movie.douban.com/subject/1297863/,8.2,['中国香港'],1992-12-17,"['周星驰', '张敏', '吴孟达', '徐少强', '林威', '陈百祥', '郑丹瑞', '苑琼丹', '陈慧仪', '杨幂', '陈少华', '周金江', '尹尚林', '林富伟', '邓泰和', '邹义训', '王钟', '袁祥仁', '黎彼得', '黄衍濛', '黄美芬', '胡立成', '张荣祥']"
102,师父,https://movie.douban.com/subject/25919910/,8.2,['中国大陆'],2015-12-10,"['廖凡', '宋佳', '蒋雯丽', '金士杰', '宋洋', '黄觉', '麦迪娜', '张傲月', '马君', '陈观泰', '熊欣欣', '戴立忍', '裘继戎', '李博', '邹家豪', '卡丽娜', '赵贵祥', '李春遂', '张蒙生', '彭志', '刘洪林', '王宝山', '刘子威', '陈韦然', '赵峥', '李桂生', '薄冰', '谢勇', '尚言生', '杨晓波', '刘妙', '艾琳', '刘新义', '安东·夏波瓦洛', '李一明', '李光复', '闫长海', '杜月', '高肖雅', '鲁冠廷', '柳青伶', '崔陆萌', '王星凯', '冯启龙', '任思扬', '秦伯坤', '赵英龙', '徐悦', '陈大成', '达伦·格罗夫纳', '乔鸣麟']"
103,绅士们,https://movie.douban.com/subject/30211998/,8.3,"['英国', '美国']",2019-12-03,"['马修·麦康纳', '查理·汉纳姆', '休·格兰特', '亨利·戈尔丁', '米歇尔·道克瑞', '杰瑞米·斯特朗', '琳·勒内', '科林·法瑞尔', '汤姆·吴', '奇迪·阿朱福', '埃迪·马森', '杰森·王', '约翰·达格尔什', '乔丹·朗', '莉莉·弗雷泽', '小格什温·尤斯塔什', '萨缪尔·韦斯特', '杰拉丁·萨莫维尔', '可可·萨姆纳', '弗朗茨·德拉姆', '克里斯托弗·埃万格罗', '詹姆斯·沃伦', '汤姆·里斯·哈里斯', '丹尼·格里芬', '马克斯·班内特', '尤金娜·库日敏娜', '布鲁斯·钟', '阿什利·马克圭尔', '乔治·阿斯普雷', '杰克·琼斯', '马文·坎贝尔', '莫里斯·李', '拉塞尔·巴洛格', '伊川东吾', '麦凯尔·戴维', 'Dominic Gibbs', '布莱特妮·阿什沃斯', '妮科尔·亨布拉', '杰森· 莱恩斯', '盖·里奇', '塞尔哈特·梅汀', '巴奇·马龙']"
104,功夫熊猫,https://movie.douban.com/subject/1783457/,8.2,['美国'],2008-06-20,"['杰克·布莱克', '达斯汀·霍夫曼', '安吉丽娜·朱莉', '伊恩·麦柯肖恩', '成龙', '塞斯·罗根', '刘玉玲', '大卫·克罗斯', '兰德尔·杜克·金', '吴汉章', '丹·福勒', '迈克·克拉克·邓肯', '韦恩·奈特', '凯尔·加斯', 'JR·里德', '劳拉·奈特林格', '坦雅·海登', '斯蒂芬·凯林', '马克·奥斯本', '约翰·斯蒂文森', '肯特·奥斯博内', '瑞利·奥斯本', '陈奕迅', '木村佳乃', '房祖名', '笹野高史', '吴文伦', '符爽']"
105,明日边缘,https://movie.douban.com/subject/4746257/,8.2,"['美国', '加拿大']",2014-06-06,"['汤姆·克鲁斯', '艾米莉·布朗特', '布莱丹·格里森', '比尔·帕克斯顿', '约纳斯·阿姆斯特朗', '托尼·威', '奇克·盖瑞', '弗朗茨·德拉姆', '德拉戈米尔·米希克', '夏洛特·莱利', '羽田昌义', '特伦斯·梅纳德', '诺亚·泰勒', '劳拉·普沃', '玛德琳·曼托克', '塞尔哈特·梅汀', '安娜·鲍丁', '约翰·达顿', '汤米·坎贝尔', '杰里米·皮文', '罗南·萨莫尔斯', '豪尔赫·莱昂·马丁内斯', '艾德里安·帕默', '戈尔迪·格林', '伊莱恩·考尔菲德', '吉姆·斯图格恩', '宾利·卡鲁', '李·阿斯奎斯-柯', '玛丽安娜·琼-巴普蒂斯特', '大卫·卡耶']"
106,X战警：逆转未来,https://movie.douban.com/subject/10485647/,8.2,"['美国', '英国']",2014-05-23,"['休·杰克曼', '詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹妮弗·劳伦斯', '哈莉·贝瑞', '尼古拉斯·霍尔特', '埃文·彼得斯', '伊恩·麦克莱恩', '帕特里克·斯图尔特', '艾利奥特·佩吉', '安娜·帕奎因', '彼特·丁拉基', '肖恩·阿什莫', '卢卡斯·提尔', '丹尼尔·库德摩尔', '波波·斯图尔特', '奥玛·希', '范冰冰', '阿丹·坎托', '乔什·赫尔曼', '法米克·詹森', '詹姆斯·麦斯登', '摩根·莉莉', '卡琳·瓦纳斯', '布莱恩·考克斯', '凯尔希·格兰莫', '麦克·多普德', '周帅', '劳伦斯·布莱切', '格雷格·洛', '伊万·乔尼凯特', '迈克尔·勒纳', '尼尔·纳皮尔', '安德里亚斯·艾波吉斯', '杰森·德里恩', '泽拉·莱弗曼', '卡德罗莎·奥娜·卡罗尔', '马克·卡马乔', '罗伯特·克鲁克斯', '凯尔·盖特豪斯', '泰-霍·乐', '朱利安·凯西', '布莱恩·何', 'Brendan Pedder', '莫·尤迪-拉穆尔', '格里戈里·格拉季', '贾·史密斯-约翰逊', '米娅·谢尔顿-孔特雷拉斯', '布里安娜·伯恩', 'Alex Ivanovici', '肖恩·柯利', '米辛加·姆温加', '罗伯特·蒙卡尔姆', 'Stéphane Julien', 'Massimo Cannistraro', '李·维伦纽夫', 'Amelia Giovanni', '亚瑟·霍尔顿']"
107,猩球崛起,https://movie.douban.com/subject/3274505/,8.2,['美国'],2011-10-28,"['安迪·瑟金斯', '詹姆斯·弗兰科', '芙蕾达·平托', '约翰·利思戈', '布莱恩·考克斯', '汤姆·费尔顿', '泰勒·莱伯恩', '卡琳·考诺娃', '泰瑞·诺塔里', '理查德·赖丁斯', '克里斯托弗·戈登', '德文·达尔顿', '杰·卡普托', '大卫·奥伊罗', '杰米·哈里斯', '谢拉赫·霍斯达尔', '玛蒂 霍金斯', '凯文·欧格雷迪', '大卫·里士满-佩克', '迈克尔·科普萨', '麦克·多普德', '伊丽莎白·韦恩斯坦', '大卫·休莱特', '桑娅·本妮特', '崔茜·史皮瑞达可斯', '泰·奥尔森', '詹姆斯·皮齐纳托', '卢克·罗德里克', '乔伊·罗切']"
108,我是传奇,https://movie.douban.com/subject/1820156/,8.2,['美国'],2007-12-14,"['威尔·史密斯', '艾莉丝·布拉加', '查理·塔汉', '莎莉·理查德森', '薇洛·史密斯', '艾普尔·格雷斯', '达什·米霍克', 'Abbey', 'Kona', '詹姆斯·迈克尔·麦考利', '马琳·爱尔兰', 'Calista Hill', '加布里埃拉希尔', 'Madeline Hill', '亚历山大·蒂珀希亚', '帕特·弗雷利', '凯特林·麦克休', '麦克·帕顿', 'Vince Cupone', '利娜·戴维斯', 'John Grady', '里德凯利', '考特尼·芒奇', '奥奎·奥克波克瓦西里', 'Hannah Sim', '艾瑞克·斯皮尔', '马克·斯达格', '乔纳森·查尔斯', '凯蒂·柯丽克', 'Gustavo Cunha', '安·克莉', 'Arthur Fridman', '洛根·弗莱', 'Theresa Galeani', '丹格里芬', 'Jim Haggerty', '马特·劳厄尔', 'Sal Lizard', 'Jay McCarey', 'Sean McGillen', 'Don Money', '艾玛·汤普森', '史蒂文·奎里', '萨拉·德罗萨', '托尼·德文']"
109,X战警：第一战,https://movie.douban.com/subject/3168089/,8.2,"['美国', '英国']",2011-05-25,"['詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '凯文·贝肯', '詹妮弗·劳伦斯', '罗丝·伯恩', '尼古拉斯·霍尔特', '贝丝·戈达德', '摩根·莉莉', '劳伦斯·布莱切', '比尔·米尔纳', '佐伊·克罗维兹', '卡莱伯·兰德里·琼斯', '卢卡斯·提尔', '奥利弗·普莱特', '亚历克斯·冈萨雷斯', '杰森·弗莱明', '詹纽瑞·琼斯', '艾迪·盖瑟吉', '克里·约翰逊', '迪米特里·格里特萨斯', '格伦·莫肖尔', '马特·克拉文', '詹姆斯·瑞马尔', '路德格·皮斯特', '威尔弗里德·霍赫霍尔丁格', '格雷戈·科尔帕克奇', '安德瑞扎亚茨', '拉德·舍博德兹加', '雷·怀斯', '迈克尔·麦迪罗斯', '奥莱克·克鲁帕', '吉恩·法贝尔', '詹姆斯·福克纳', '伊娃·马格亚', '安娜贝拉·沃丽丝', '大卫·科罗', '萨莎·皮特丝', '布兰登·费尔', '迈克尔·艾恩塞德', '杰森·贝盖', '托尼·库兰', '兰道尔·巴蒂尼科夫', '彼得·斯塔克', '尼尔·芬格尔顿', '乔格·尼可洛夫', '阿瑟·达尔比尼扬', '拉斯科·阿特金斯', '查尔斯·L·坎贝尔', '格拉姆·柯里', '丽贝卡·沃尔什', '肖恩·赫拉多', '休·杰克曼', 'Hannah-joy Lewis', '特蕾莎·马奥尼', '劳拉·让·马什', '吉姆·麦司奇门', '丽贝卡·罗梅恩', '艾丽西娅·维拉-贝利', '多米尼卡·范·桑滕']"
110,阿基拉,https://movie.douban.com/subject/1302770/,8.5,['日本'],1988-07-16,"['岩田光央', '佐佐木望', '小山茉美', '玄田哲章', '大竹宏', '北村弘一', '池水通洋', '渊崎由里子', '大仓正章', '荒川太郎', '草尾毅', '田中和实', '加藤将之', '秋元羊介', '平野正人', '岸野幸正', '二又一成', '盐屋浩三', '小林通孝', '梅津秀行', '稻垣悟', '藤井佳代子', '丰岛雅美', '铃木瑞穗', '石田太郎', '加藤正之']"
111,超人总动员,https://movie.douban.com/subject/1291577/,8.2,['美国'],2005-01-28,"['格雷格·T·尼尔森', '霍利·亨特', '塞缪尔·杰克逊', '杰森·李', '泰迪·牛顿', '华莱士·肖恩', '毛毛头', '蔡康永', '徐熙娣', '陈佩斯', '布拉德·伯德', '莎拉·沃威尔', '徐帆', '宫迫博之', '姜文', 'Spencer Fox', '斯蒂芬·沙弗', 'Dmitry Pomirchy', 'Ricardo Gray', '马克∙安德鲁斯', '巴德·乐凯', '鲍勃·彼德森', '彼得·孙', '泰德·马托特']"
112,黄飞鸿之三：狮王争霸,https://movie.douban.com/subject/1292704/,8.2,"['中国香港', '中国大陆']",1992-12-24,"['李连杰', '关之琳', '莫少聪', '熊欣欣', '刘洵', '庄域飞', '葛存壮', '张春仲', '孟瑾', '李炳雷', '黄德仁', '廖静妮', '赵箭']"
113,我，机器人,https://movie.douban.com/subject/1308843/,8.2,"['美国', '德国']",2004-07-16,"['威尔·史密斯', '布里吉特·莫伊纳汉', '艾伦·图代克', '詹姆斯·克伦威尔', '布鲁斯·格林伍德', '齐·麦克布赖德', '杰瑞·瓦塞尔曼', '彼得·新田', '特瑞·陈', '戴维·哈索姆', '阿伦·道格拉斯', '艾米丽·坦南特', '希亚·拉博夫', 'Tiffany Lyndall-Knight', '安吉拉·穆尔', 'Aaron Joseph', '西蒙·本克', '菲利普·米切尔', '琳娜·泽格', '贾斯汀·罗杰斯豪尔']"
114,真实的谎言,https://movie.douban.com/subject/1292553/,8.3,['美国'],1995-04-20,"['阿诺·施瓦辛格', '杰米·李·柯蒂斯', '汤姆·阿诺德', '比尔·帕克斯顿', '蒂亚·卡雷尔', '阿特·马里克', '艾丽莎·杜什库', '格兰特·赫斯洛夫', '马绍尔·曼尼什', '詹姆斯·艾伦', '迪特尔·劳特尔', '简·莫里斯', '卡齐·查普尔', '克丽丝蒂娜·怀勒', '奥弗·萨姆拉', 'Paul Barselou', '查尔斯·A·坦伯罗', '汤姆·伊斯贝尔', '约翰·布鲁诺', '雷·巴佛', '麦克斯·丹尼尔斯', '查尔顿·赫斯顿', '洛伦·简斯', 'Al Kamarr', '戴夫·奈特', 'Jody Millard', '约瑟夫·奥利维拉', '查利·皮切尔尼', 'Dale Resteghini', 'William Shipman', '克里斯塔尔·查佩尔']"
115,A计划,https://movie.douban.com/subject/1297909/,8.2,['中国香港'],1983-12-22,"['成龙', '洪金宝', '元彪', '黄曼凝', '狄威', '太保', '午马', '钱嘉乐', '火星', '李海生', '关海山', '王伟', '罗浩楷', '刘克宣', '韩义生', '劳拉·福纳', '冯敬文', '李健生', '吴勉勤', '沙鸥', '何云', '麦飞鸿', '杜少明', '户田惠子', '梁尚云', '夏国荣', '谈泉庆', '林源', '孙志伟', '林富伟', '萧玉', '尹尚林', '朱斗', '王坤', '姚文基', '刘俊辉', '陈志辉', '张作舟', '刘允', '汤姆·康克尔', '约翰·德米塔', 'E·E·贝尔', '丹尼·特雷霍', '黎强权', '刘晃世', '张济平', '冯雪瑞', '张午郎']"
116,买凶拍人,https://movie.douban.com/subject/1300616/,8.2,['中国香港'],2001-08-16,"['葛民辉', '张达明', '詹瑞文', '樋口明日嘉', '陈惠敏', '方子璇', '陈辉虹', '缪非临', '刘以达', '林雪', '邵音音', '王合喜', '于洋', '范振锋', '彭浩翔', '李道谕', '曾健勇', '方平', '茜利妹', '潘雁英', '王文骏', '萧洪', '曾德华', '余铭衍', '周兆麟', '毕国智', '汤盈盈', '兰茜', '林尚义', '郑祖', '张咏妍', '徐志雄', '彭秀慧']"
117,天下无贼,https://movie.douban.com/subject/1291550/,8.1,"['中国大陆', '中国香港']",2004-12-09,"['刘德华', '刘若英', '王宝强', '李冰冰', '葛优', '张涵予', '尤勇智', '徐帆', '傅彪', '范伟', '冯远征', '林家栋', '钟萍', '陈之辉', '王飞', '董张慧', '杜广沛', '李莉']"
118,碟中谍6：全面瓦解,https://movie.douban.com/subject/26336252/,8.1,"['美国', '中国大陆', '法国', '挪威', '英国']",2018-08-31,"['汤姆·克鲁斯', '亨利·卡维尔', '文·瑞姆斯', '西蒙·佩吉', '丽贝卡·弗格森', '西恩·哈里斯', '安吉拉·贝塞特', '凡妮莎·柯比', '米歇尔·莫纳汉', '韦斯·本特利', '费雷德里克·施密特', '亚历克·鲍德温', '杨亮', '克里斯托弗·约纳尔', '沃尔夫·布利策', '拉斐尔·琼勒', '安德鲁·卡扎纳夫·平', '克里斯多夫·德·舒瓦西', '拉裴尔·德普雷', '让·巴普蒂斯特·菲永', '马克斯·盖勒', '奥利维尔·体班德', '亚历山大·普尔', '阿利克斯·贝纳泽什', '乔伊·安沙', '维利贝·托皮奇', '格雷厄姆·福克斯', '卡斯珀·菲利普森', '菲恩·乔利', '鲁斯·贝恩', '奈杰尔·艾伦', '珊·布鲁克', '戈登·亚历山大', '伯纳多·桑托斯', '露丝·霍洛克斯', '朱莉安娜·比纳德', '罗斯·奥亨尼西', '杰茜·维宁', '大卫·穆梅尼', '查利·蕾娅·埃斯奎尔', '贾格·帕特尔', '希滕·珀泰尔', '塔希尔·布尔汉', '拉普洛斯·卡伦福佐斯', '马里安·洛伦西克', '肖恩·狄克逊', '戴维·奥拉瓦莱·阿印德', '加里·基利', '塞缪尔·加斯帕德', '康妮·夏普', '安什·拉索尔', '齐维尔·马蒂基恩', '葛黛瓦·马歇尔', '怀亚特·亚历山大', '孙薇晨', '康纳·沃尔夫', '斯图尔特·戴维森', '亚历克西斯·巴尔博萨', '皮埃尔·伯格曼', 'Saif Al-Warith']"
119,星球大战2：帝国反击战,https://movie.douban.com/subject/1296528/,8.4,['美国'],1980-05-21,"['马克·哈米尔', '哈里森·福特', '凯丽·费雪', '比利·迪·威廉姆斯', '安东尼·丹尼尔斯', '大卫·鲍罗斯', '彼德·梅犹', '肯尼·贝克', '弗兰克·奥兹', '亚历克·吉尼斯', '詹姆斯·厄尔·琼斯', '奥田瑛二', '杰米·布洛奇', '约翰·霍林斯', '克里夫·雷维尔', '朱利安·格洛弗', '迈克尔·谢尔德', '丹尼斯·劳森', '肯尼斯·考利']"
120,周处除三害,https://movie.douban.com/subject/36151692/,8.1,['中国台湾'],2024-03-01,"['阮经天', '袁富华', '陈以文', '王净', '谢琼煖', '李李仁', '刘子铨', '曾珮瑜', '陈秉佑 ', '游安顺', '郑有杰', '盛鉴', '吴奕蓉', '黄迪扬', '曾向镇', '沈威年', '杨迦恩', '曾皓泽', '郑永岳', '张启乐', '王又正', '罗能华', '许莉廷']"
121,复仇者联盟3：无限战争,https://movie.douban.com/subject/24773958/,8.1,['美国'],2018-05-11,"['小罗伯特·唐尼', '克里斯·海姆斯沃斯', '克里斯·埃文斯', '马克·鲁弗洛', '乔什·布洛林', '佐伊·索尔达娜', '本尼迪克特·康伯巴奇', '克里斯·帕拉特', '汤姆·赫兰德', '伊丽莎白·奥尔森', '保罗·贝坦尼', '斯嘉丽·约翰逊', '查德维克·博斯曼', '塞巴斯蒂安·斯坦', '唐·钱德尔', '汤姆·希德勒斯顿', '安东尼·麦凯', '王汉斌', '戴夫·巴蒂斯塔', '布莱德利·库珀', '范·迪塞尔', '凯伦·吉兰', '利蒂希娅·赖特', '庞·克莱门捷夫', '凯莉·库恩', '汤姆-沃恩-劳勒', '海登·瓦尔希', '迈克尔·詹姆斯·肖', '泰瑞·诺塔里', '本尼西奥·德尔·托罗', '彼特·丁拉基', '罗斯·马昆德', '丹娜·奎里拉', '温斯顿·杜克', '弗洛伦丝·卡松巴', '塞缪尔·杰克逊', '雅各布·巴特朗', '斯坦·李', '格温妮斯·帕特洛', '寇碧·史莫德斯', '伊德里斯·艾尔巴', '威廉·赫特', '凯瑞·康顿', '肖恩·古恩', '莫妮卡·甘德顿', '罗伯特·普拉尔戈', '蒂凡尼·埃斯佩森', '哈里森·奥斯特菲尔德', '阿丽亚娜·格林布拉特', '阿隆·拉扎尔', '伊莎贝拉·阿玛拉', '罗伯特·廷斯利', '露西·卡罗尔', '克里斯蒂娜·韦布林', '佩拉·米德尔顿', '张闻天', '马塔维乌斯·盖尔斯', '佐拉·威廉姆斯']"
122,少林足球,https://movie.douban.com/subject/1297747/,8.1,['中国香港'],2001-07-12,"['周星驰', '吴孟达', '谢贤', '莫文蔚', '张柏芝', '黄一飞', '田启文', '林子聪', '陈国坤', '莫美林', '林子善', '李卉', '谷德昭', '白灵', '李健仁', '何文辉', '冯勉恒', '杨能', '胡立成', '浦叶栋', 'Brian Tochi', '谢志华', '王春松']"
123,黑客帝国动画版,https://movie.douban.com/subject/1292347/,8.8,"['美国', '日本']",2003-06-03,"['大塚明夫', '克莱顿·华生', '帕梅拉·阿德龙', '海蒂·布雷斯', '特伦斯·卡森', '美琳达·克拉克', '奥利薇亚·阿波', '戴恩·A·戴维斯', '威廉·R·迪恩', '基努·里维斯', '里克·戈麦斯']"
124,精武门,https://movie.douban.com/subject/1294991/,8.5,['中国香港'],1972-03-22,"['李小龙', '苗可秀', '田俊', '田丰', '元奎', '罗维', '韩英杰', '衣依', '陈龙', '陈会毅', '魏平澳', '吴明才', '韩国材', '张佩山', '黄宗迅', '小麒麟', '甘山', '金天柱', '葛萍', '元武', '李擎柱', '黃志明', '冯毅', '金军', '岑潜波', '李超俊', '张照', '桥本力', '顾占熊', '齐琳', '周嘉崇', '罗伯特·贝克', '元华', '林正英']"
125,逃学威龙,https://movie.douban.com/subject/1302090/,8.1,['中国香港'],1991-07-18,"['周星驰', '张敏', '吴孟达', '张耀扬', '黄一山', '秦沛', '苑琼丹', '陈国新', '尹尚林', '谢伟杰', '麦伟章', '胡立成', '陈文妤', '曾近荣', '黄炳耀', '黄子扬', '黎彼得', '郭彼得']"
126,警察故事,https://movie.douban.com/subject/1400868/,8.2,['中国香港'],1985-12-14,"['成龙', '林青霞', '张曼玉', '董骠', '楚原', '曹查理', '汤镇业', '刘雅丽', '卢敏仪', '林国斌', '冯克安', '李健生', '火星', '吉恩·吉尔平', '林富伟', '王坤', '王志学', '吴伟业', '夏国荣', '陈志辉', '刘晃世', '黎小田', '太保', '张冲', '陈全', '刘志荣', '林国雄', '曾楚霖', '廖静妮', '蔡国强']"
127,银河护卫队,https://movie.douban.com/subject/7065154/,8.1,['美国'],2014-10-10,"['克里斯·帕拉特', '佐伊·索尔达娜', '戴夫·巴蒂斯塔', '范·迪塞尔', '布莱德利·库珀', '李·佩斯', '迈克尔·鲁克', '凯伦·吉兰', '杰曼·翰苏', '约翰·C·赖利', '彼得·塞拉菲诺威茨', '格伦·克洛斯', '本尼西奥·德尔·托罗', '劳拉·哈德克', '肖恩·古恩', '斯坦·李', '乔什·布洛林', '瓦耶特·奥莱夫', '克里斯托弗·法里班克', '格雷格·亨利', '佳尼斯·阿赫恩', '梅利亚·科尔林', '汤姆·普罗克特', '尼克·霍姆斯', '马克斯·沃罗特斯利', '妮可·亚历山德拉·希普利', '沙利夫·阿特金斯', '布兰登·费尔', '托马斯·阿拉纳', '米凯拉·霍沃', '埃米特·斯坎伦', '斯宾塞·怀尔丁', '内森·菲利安', '凯莉·芙塞丝', '弗兰克·吉尔霍利', '埃里克斯·德尼索夫', '恩佐·科伦蒂', '罗南·萨莫尔斯', '奥菲利亚·拉维邦德', '劳拉·奥尔蒂斯', '玛拉马·科利特', '叶卡捷琳娜·扎利特科', '史蒂芬·布莱克哈特', '布鲁斯·麦克金伦', '拉尔夫·伊内森', '罗布·赞比', '娜奥米·瑞恩', '约翰·布罗特顿', '格拉汉姆·谢尔斯', '詹姆斯·古恩', '大卫·雅洛维斯基', '泰勒·贝茨', '贝恩·科拉科', '王丽雅', '伍凤春', '迪索·拉莫斯', '安蒂·哈卡拉', '乔安娜·张伯伦']"
128,星球大战3：绝地归来,https://movie.douban.com/subject/1297151/,8.4,['美国'],1983-05-25,"['马克·哈米尔', '哈里森·福特', '凯丽·费雪', '比利·迪·威廉姆斯', '安东尼·丹尼尔斯', '彼德·梅犹', '塞巴斯蒂安·肖', '伊恩·麦克迪阿梅德', '弗兰克·奥兹', '詹姆斯·厄尔·琼斯', '大卫·鲍罗斯', '亚历克·吉尼斯', '肯尼·贝克', 'Michael Pennington', '肯尼斯·考利', '米迦勒·卡特', '丹尼斯·劳森', '蒂姆·罗斯', '德尔莫特·克劳利', '卡罗琳·布莱奇斯顿', '沃维克·戴维斯', '杰米·布洛奇', '克莱尔·达文波特', '杰克·普韦思', '尼古拉斯·里德', '汤姆·曼尼恩', '迈克尔·亨博瑞·巴尔兰', '莎拉·本内特', '黛比·李·卡林顿', '萨迪·科尔', '托尼·考克斯', 'Luis De Jesus', '菲尔·方德卡罗', 'Sal Fondacaro', '迈克尔·吉尔顿', '保罗·格兰特', '理查德·琼斯', '基兰·沙阿', '费利克斯·西拉', '凯文·汤普森', 'Kendra Wall', '奥田瑛二', '本·贝尔特', '迪普·罗伊', '理查德·马昆德', '希尔顿·麦克雷', '保罗·布洛克', '蒂娜·西蒙斯', '帕特·威尔士', '唐·比斯', '保罗·韦斯顿', '罗伯特·沃茨', '拉尔夫·摩士', 'Gerald Home', 'Larry Ward', '迪基·比尔', 'John Altman']"
129,终结者,https://movie.douban.com/subject/1300656/,8.2,"['美国', '英国']",1984-10-26,"['阿诺·施瓦辛格', '迈克尔·比恩', '琳达·汉密尔顿', '保罗·温菲尔德', '兰斯·亨利克森', '里克·罗索维奇', '贝丝·莫塔', '阿尔·伯恩', '迪克·米勒', '弗兰科·哥伦布', '比尔·帕克斯顿', '布莱恩·汤普森', '小威廉·威谢尔', '菲利普·戈登', '哈丽特·梅丁', '玛丽安妮·穆勒雷尔', '达雷尔·马普森', '斯坦·耶尔', 'Norman Friedman', 'Barbara Powers', ""Chino 'Fats' Williams"", '童自荣', '户田惠子', '肯·弗里茨']"
130,孤胆特工,https://movie.douban.com/subject/4249355/,8.2,['韩国'],2011-09-16,"['元斌', '金赛纶', '坦纳永·王特拉库', '金太勋', '金熙元', '宋永彰', '李宗弼', '金成伍', '金孝书', '白秀莲', '郭度沅', '洪晓熙', '郑敏圣', '黄民浩', '柳妍美', '柳义贤', '魏智雄', '金英雅', '张玺萌', '李景宪', '徐东锡', '朴晟泽', '赵在允', '李才元', '李道谦', '韩根燮', '郑道元']"
131,功夫熊猫2,https://movie.douban.com/subject/3233635/,8.1,['美国'],2011-05-28,"['杰克·布莱克', '安吉丽娜·朱莉', '达斯汀·霍夫曼', '加里·奥德曼', '成龙', '塞斯·罗根', '刘玉玲', '大卫·克罗斯', '吴汉章', '杨紫琼', '丹尼·麦克布莱德', '丹尼斯·海斯伯特', '尚格·云顿', '维克多·加博', '迈克·贝尔', '艾普尔·洪', '亚历山德拉·戈尔德·朱尔登', '斯蒂芬·凯林', '利亚姆·奈特', '保罗·马祖斯基', '丹·奥康纳', '罗密·罗斯蒙特', '莫瑞·史特林', '弗雷德·塔特西奥', '劳伦·汤姆', '康拉德·弗农', '夏治世']"
132,鹿鼎记2：神龙教,https://movie.douban.com/subject/1306951/,8.1,['中国香港'],1992-09-24,"['周星驰', '邱淑贞', '林青霞', '李嘉欣', '陈百祥', '刘松仁', '温兆伦', '汤镇业', '吴君如', '袁洁莹', '陈德容', '秦沛', '张敏', '罗兰', '谭淑梅', '任世官', '马海伦', '郑雷', '郑家生', '尹尚林', '杜伟和', '黄德仁', '郑义']"
133,空中监狱,https://movie.douban.com/subject/1300618/,8.2,['美国'],1997-06-06,"['尼古拉斯·凯奇', '约翰·库萨克', '约翰·马尔科维奇', '文·瑞姆斯', '科尔姆·米尼', '麦凯尔泰·威廉逊', '尼克·齐兰德', '戴夫·查普尔', '雷切尔·蒂科汀', '史蒂夫·布西密', '丹尼·特雷霍', '迈克·康纳·盖尼', '兰德里·阿尔伯特', '莫妮卡·波特', '杰西·博雷格', '何塞·祖尼加', '耐德·巴拉米', '约翰·罗斯留斯', '弗瑞德里克·林恩', '安吉拉·范泽斯通', '道格·休切逊', '大卫·莱姆希', '埃米里奥·瑞弗拉', '格雷格·科林斯', '唐·戴维斯', '雷诺里·圣地亚哥', '布伦丹·凯利', '马里奥罗伯茨', 'Ty Granderson Jones', 'Earl Billings', 'Billy Devlin', '马克·金特尔', '小托马斯·罗萨莱斯', '埃迪·佩雷斯', 'Barbara Sharma', '鲍勃·斯蒂芬森', '吉尔伯特·罗萨莱斯', '皮特·安蒂克', '布莱恩·库瑞', '杰夫·奥尔森', '马蒂·麦克索利', '约翰·迪尔', '斯科特·罗森伯格', '鲍沃斯·布斯', 'Christopher Robin Hood', '凯文·库尼', 'Marco Kyris', '凯文·盖奇', '戴布思·格里尔', '康拉德·古德', '克里斯·埃里斯', '斯科特·迪蒂', 'Kira Burt', '丹尼斯·伯克利', '卡尔·西阿法里奥', '马修·巴里']"
134,树大招风,https://movie.douban.com/subject/26265170/,8.1,"['中国香港', '中国大陆']",2016-03-21,"['林家栋', '任贤齐', '陈小春', '黄光亮', '姜皓文', '尹扬明', '杜燕歌', '岳华', '梁健平', '熊欣欣', '吴志雄', '欧锦棠', '林雪', '张凯', '乐子龙', '廷贾波·查蒂杜', '马幸葵', '刘宗勇', '金来群', '黄凯森', '黄华和', '袁富华', '颜子菲', '罗志星', '何家铧', '许秉珩', '李英涛', '赵志诚', '李文标', '蔡昱', '余达志', '伍国明', '陈钦', '何文江']"
135,双旗镇刀客,https://movie.douban.com/subject/1307812/,8.4,['中国大陆'],1991-05-17,"['高一玮', '赵玛娜', '常江', '孙海英', '王刚']"
